idx,trend,resid
6,52.163958333333326,2.034443615129611
7,52.179375,0.06487156338472311
8,52.0025,-1.1524005485286333
9,51.63041666666666,-0.009771938420324588
10,51.464375,-1.9856932681435544
11,51.551249999999996,-1.3329300310797736
12,51.654583333333335,-0.8599133343288725
13,51.852916666666665,-1.2135053920906116
14,52.2525,-1.0618913728366963
15,52.801874999999995,-2.198526990609933
16,53.52833333333333,-0.08705129616548718
17,54.300625,-0.3403393396437507
18,55.01479166666667,0.4136102817962736
19,55.80708333333333,-0.032836769948606626
20,56.582708333333336,0.32739111813803046
21,57.34791666666666,1.3977280615796743
22,58.17645833333333,1.6122233985231156
23,59.06229166666667,-0.618971697746443
24,59.95166666666667,-0.24199666766220645
25,60.850625,-0.11121372542394553
26,61.749583333333334,-2.0439747061700317
27,62.60041666666666,-2.1470686572765967
28,63.38604166666666,0.09024037050118877
29,64.18666666666667,0.99861899368958
30,65.00916666666666,0.5392352817962873
31,65.66874999999999,1.560496563384734
32,66.44500000000001,0.5850994514713568
33,67.350625,1.6950197282463477
34,68.14104166666667,0.2026400651897711
35,68.79791666666667,0.3054033022535548
36,69.48541666666665,-0.6957466676621917
37,70.16208333333333,-2.6726720587572728
38,70.63125,0.954358627163303
39,71.52145833333333,-1.2131103239432672
40,73.03125,-0.4399679628321526
41,74.84583333333333,-3.0105476729770926
42,76.79041666666666,-1.3920147182037184
43,78.83124999999998,-5.21200343661526
44,81.07729166666667,-9.177192215195298
45,83.32958333333333,2.2110613949129996
46,85.54604166666667,2.537640065189779
47,87.81333333333333,5.09998663558689
48,89.74916666666667,1.9005033323377918
49,91.24687499999999,2.362536274576071
50,92.506875,6.8637336271633
51,93.13374999999999,3.444598009390079
52,93.08854166666666,6.427740370501187
53,92.610625,6.714660660356249
54,92.304375,2.0640269484629457
55,92.226875,-1.6326284366152892
56,91.65145833333332,-6.486358881861954
57,90.69479166666666,-3.3741469384203273
58,89.59020833333332,-4.3715266014768845
59,88.39083333333332,-4.0825133644131
60,87.285625,5.619044999004458
61,86.494375,4.000036274576046
62,86.28354166666666,2.3920669604966363
63,86.39999999999999,-2.086651990609921
64,86.63729166666666,-1.3660096294988155
65,87.08041666666666,-2.295131006310423
66,87.25333333333333,-4.869931384870391
67,87.17354166666667,-3.584295103281943
68,87.21312499999999,-0.10302554852862844
69,87.47479166666668,0.6958530615796661
70,87.804375,2.2593067318564573
71,87.949375,2.1489449689202216
72,88.09583333333333,3.168836665671123
73,88.32999999999998,1.8894112745760752
74,88.38854166666667,1.5120669604966266
